PhraseId,SentenceId,Phrase,Sentiment
94028,4906,cynical and serious look at teenage boys doing what they do best - being teenagers .,2
133535,7205,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",2
90416,4706,An overwrought Taiwanese soaper about three people and their mixed-up relationship .,2
149065,8110,Visually sumptuous but intellectually stultifying .,2
147698,8037,A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,2
70297,3580,Eckstraordinarily lame and Severely boring .,2
76245,3913,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,2
104095,5489,"Kurys never shows why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention .",2
20283,903,Almost .,2
5267,209,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
96829,5059,Cynics need not apply . ',2
98521,5165,"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",2
127865,6878,Feeling like a dope has rarely been more fun than it is in Nine Queens .,2
10276,432,Paul Bettany playing Malcolm McDowell ?,2
131256,7074,A family-friendly fantasy that ends up doing very little with its imaginative premise .,2
128763,6926,"Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude .",2
101571,5343,The camera whirls !,2
147847,8045,The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film .,2
110526,5857,Barrels along at the start before becoming mired in sentimentality .,2
126370,6794,Then Nadia 's birthday might not have been such a bad day after all .,2
85583,4426,The obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,2
65454,3316,It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,2
152451,8319,There 's no clear picture of who killed Bob Crane .,2
99950,5245,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",2
92261,4802,than ` Magnifique ' .,2
129827,6989,"The movie 's messages are quite admirable , but",2
63977,3237,"It may sound like a mere disease-of - the-week TV movie , but A Song For Martin is made infinitely more wrenching by the performances of real-life spouses Seldahl and Wollter .",2
62620,3168,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,2
113988,6060,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",2
90635,4718,"the Venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to Americans .",2
114018,6062,How I Killed My Father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .,2
56655,2847,... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .,2
82728,4273,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",2
53992,2682,A crisply made movie that is no more than mildly amusing .,2
75515,3872,But it does n't need Gangs of New York .,2
10853,461,"In some ways , Lagaan is quintessential Bollywood .",2
73300,3744,"It ca n't escape its past , and it does n't want to .",2
93942,4902,"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",3
81391,4195,Strangely comes off as a kingdom more mild than wild .,3
147943,8052,"By and large this is Mr. Kilmer 's movie , and it 's his strongest performance since The Doors .",3
134986,7286,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .",3
149902,8163,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",3
77400,3982,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",3
85509,4422,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",3
107781,5698,Drumline ably captures the complicated relationships in a marching band .,3
139455,7563,This story still seems timely and important .,3
56597,2843,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",3
95422,4984,A film that will enthrall the whole family .,3
133482,7202,"Buy is an accomplished actress , and this is a big , juicy role .",3
53173,2638,"It 's an ambitious film , and as with all ambitious films , it has some problems .",3
2218,84,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",3
103827,5474,"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",3
2394,92,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .",3
149372,8128,Best enjoyed as a work of fiction inspired by real-life events .,3
27024,1242,"A touching , small-scale story of family responsibility and care in the community .",3
14939,642,"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",3
15980,686,"It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .",3
127852,6877,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",3
1569,59,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",3
122912,6594,"The sentimental script has problems , but the actors pick up the slack .",3
96600,5046,"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .",3
114997,6125,What `` Empire '' lacks in depth it makes up for with its heart .,3
94383,4926,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",3
41175,1974,"It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .",3
127511,6860,"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",3
58198,2933,"Moretti ... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",3
103688,5469,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",3
4164,157,Has the rare capability to soothe and break your heart with a single stroke .,3
32030,1499,"Yes , soar .",3
14585,629,"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",3
101531,5339,He 's a better actor than a standup comedian .,3
27943,1283,An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .,3
147373,8019,Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...,3
133649,7210,"Davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",3
45244,2199,A perfectly pleasant if slightly pokey comedy .,3
75922,3895,"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",3
145323,7897,"Cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .",3
81554,4206,Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .,3
17934,781,Essentially a collection of bits -- and they 're all naughty .,3
54565,2713,"Compulsively watchable , no matter how degraded things get .",3
149293,8124,"The picture runs a mere 84 minutes , but it 's no glance .",3
132403,7140,"Asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .",3
2102,81,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",3
147979,8054,The charming result is Festival in Cannes .,3
143757,7802,"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",3
89770,4672,"Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .",3
133618,7208,"A grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",3
23589,1070,waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,3
151717,8278,Arteta paints a picture of lives lived in a state of quiet desperation .,3
91580,4766,"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes .",3
39061,1865,"The rich performances by Friel -- and especially Williams , an American actress who becomes fully English -- round out the square edges .",3
67532,3429,"It has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",3
129029,6940,"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",3
2453,94,"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",3
45080,2190,Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .,3
18437,809,"I liked the movie , but I know I would have liked it more if it had just gone that one step further .",3
18021,786,"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .",3
7092,286,"A smart , arch and rather cold-blooded comedy .",3
87713,4555,The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,3
118402,6326,"As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",3
84185,4349,"Like its bizarre heroine , it irrigates our souls .",3
58688,2960,"Until it goes off the rails in its final 10 or 15 minutes , Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",3
8673,361,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,3
106270,5611,... a funny yet dark and seedy clash of cultures and generations .,3
120121,6425,"As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .",3
150039,8173,"Singer\/composer Bryan Adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece .",3
48060,2344,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,3
84037,4342,"Lathan and Diggs carry the film with their charisma , and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest .",3
155041,8485,"Visually , ` Santa Clause 2 ' is wondrously creative .",3
142073,7707,The gags are often a stitch .,3
41227,1977,Manages to be wholesome and subversive at the same time .,3
106563,5628,"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .",3
142001,7704,Unfolds in a series of achronological vignettes whose cumulative effect is chilling .,3
81099,4179,"Plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",3
95564,4990,"To others , it will remind them that Hong Kong action cinema is still alive and kicking .",3
135413,7313,"In fact , it 's quite fun in places .",3
119610,6395,A gangster movie with the capacity to surprise .,3
74484,3818,A beautiful paean to a time long past .,3
32888,1541,"It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",3
11570,498,"She nearly glows with enthusiasm , sensuality and a conniving wit .",3
14099,608,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,3
120514,6444,"By turns fanciful , grisly and engagingly quixotic .",3
85976,4449,"All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .",3
80947,4172,A spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,3
90097,4690,"If not a home run , then at least a solid base hit .",3
41444,1992,"A quaint , romanticized rendering .",3
73820,3777,"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .",3
98003,5134,Leigh makes these lives count .,3
44101,2137,It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .,3
119228,6373,"A good film with a solid pedigree both in front of and , more specifically , behind the camera .",3
106241,5610,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .",3
137913,7462,"This film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",3
87244,4525,"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .",3
40400,1933,"The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .",3
116517,6213,"A B-movie you can sit through , enjoy on a certain level and then forget .",3
83387,4307,Lawrence plumbs personal tragedy and also the human comedy .,3
47640,2323,"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .",3
86750,4494,A film of ideas and wry comic mayhem .,3
109329,5790,Reveals how important our special talents can be when put in service of of others .,3
78407,4033,"After an uncertain start , Murder hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .",3
20211,900,"... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",3
40965,1964,"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",3
147807,8042,"I am not generally a huge fan of cartoons derived from TV shows , but Hey Arnold !",3
85669,4430,"Much of it is funny , but there are also some startling , surrealistic moments ...",3
72349,3698,This 90-minute postmodern voyage was more diverting and thought-provoking than I 'd expected it to be .,3
117122,6249,Those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .,3
40680,1949,And it is .,3
214,8,"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3
34584,1626,"Quaid is utterly fearless as the tortured husband living a painful lie , and Moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between Jane Wyman and June Cleaver .",3
23659,1074,"Strange it is , but delightfully so .",3
130670,7040,There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .,3
98241,5149,"If you 're down for a silly hack-and-slash flick , you can do no wrong with Jason X.",3
135781,7335,"Nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects .",3
79351,4088,Russian Ark is a new treasure of the Hermitage .,3
16908,733,It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,3
54052,2686,"What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",3
106397,5619,"A pleasing , often-funny comedy .",3
38613,1840,With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,3
47741,2327,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor,3
67450,3423,I liked it just enough .,3
129996,6999,A tasty masala .,3
29597,1372,This deeply spiritual film taps into the meaning and consolation in afterlife communications .,3
54573,2714,"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",3
111481,5914,... quite endearing .,3
154799,8468,This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,3
29988,1391,"One of the funniest motion pictures of the year , but ... also one of the most curiously depressing .",3
154056,8416,Gondry 's direction is adequate ... but what gives Human Nature its unique feel is Kaufman 's script .,3
116741,6226,"Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",3
127052,6833,"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",3
129666,6974,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",3
136784,7399,"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",3
55014,2741,"Let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",3
132558,7148,"Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .",3
64607,3270,"The hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight .",3
52119,2573,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3
22625,1023,Alternately frustrating and rewarding .,3
49652,2434,Coppola has made a film of intoxicating atmosphere and little else .,3
27531,1266,An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .,4
46404,2257,"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .",4
77926,4010,"Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions , love .",4
117856,6294,A heroic tale of persistence that is sure to win viewers ' hearts .,4
120721,6458,It 's a great performance and a reminder of Dickens ' grandeur .,4
134020,7233,One of those exceedingly rare films in which the talk alone is enough to keep us involved .,4
139838,7588,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
107138,5661,"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",4
147293,8015,"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",4
33354,1563,"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",4
89735,4670,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",4
10411,438,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",4
84330,4358,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .",4
115008,6126,Sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,4
147059,8004,LaBute 's careful handling makes the material seem genuine rather than pandering .,4
79732,4106,"Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .",4
24676,1124,The film is one of the year 's best .,4
134579,7261,Exceptionally well acted by Diane Lane and Richard Gere .,4
117394,6264,Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .,4
124303,6676,"Wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",4
103094,5436,"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",4
81621,4211,"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",4
104555,5521,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,4
130409,7026,"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",4
116798,6230,It 's technically sumptuous but also almost wildly alive .,4
101559,5342,A deliciously nonsensical comedy about a city coming apart at its seams .,4
10196,428,This beautifully animated epic is never dull .,4
73053,3731,There is greatness here .,4
112240,5961,"If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this Oscar-nominated documentary takes you there .",4
75405,3867,"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",4
46597,2268,"Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .",4
64970,3288,Arteta directs one of the best ensemble casts of the year,4
118450,6329,"A powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",4
146779,7986,Director Charles Stone III applies more detail to the film 's music than to the story line ; what 's best about Drumline is its energy .,4
100362,5267,"The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",4
37689,1792,Richly entertaining and suggestive of any number of metaphorical readings .,4
93438,4872,A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,4
66412,3370,One of the best inside-show-biz yarns ever .,4
62053,3138,"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .",4
145929,7935,Allen 's funniest and most likeable movie in years .,4
25934,1188,The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,4
101085,5311,... spellbinding fun and deliciously exploitative .,4
124836,6708,"Payne has created a beautiful canvas , and Nicholson proves once again that he 's the best brush in the business .",4
98155,5143,I like this movie a lot .,4
123135,6609,The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .,4
150359,8190,"... a solid , well-formed satire .",4
107940,5709,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",4
126988,6828,"It 's endlessly inventive , consistently intelligent and sickeningly savage .",4
79152,4077,"Ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .",4
31638,1483,Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,4
124455,6687,"A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man .",4
149565,8141,"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",4
34273,1610,"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",4
36945,1751,"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",4
120081,6423,"It 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .",4
60602,3060,It is also beautifully acted .,4
80329,4139,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,4
36586,1731,I had more fun watching Spy than I had with most of the big summer movies .,4
139464,7566,It leaves little doubt that Kidman has become one of our best actors .,4
88751,4611,Rifkin 's references are ... impeccable throughout .,4
84727,4383,What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,4
66917,3396,"Enjoyably fast-moving , hard-hitting documentary .",4
145921,7934,A backstage must-see for true fans of comedy .,4
120418,6439,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .,4
108699,5754,"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .",4
51455,2534,"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .",4
137770,7456,"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",4
139415,7560,"A classy , sprightly spin on film .",4
96323,5031,Gives everyone something to shout about .,4
154598,8453,"Maybe not a classic , but a movie the kids will want to see over and over again .",4
47481,2314,"Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",4
68094,3456,Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .,4
141194,7659,"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",4
65807,3336,Smart and taut .,4
129815,6987,"insightfully written , delicately performed",4
136306,7369,"It 's sweet , funny , charming , and completely delightful .",4
58011,2924,"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",4
